Start,End,ClosedPattern,Support
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",58
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",14
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",23
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",176
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin3, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",272
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",24
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",33
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",39
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=389, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",11
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",17
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",2416
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",2409
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",15
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Destination Port=443, Idle Mean=bin1, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",40
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin1, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",24
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",57
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",224
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",221
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",211
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",303
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin1, Destination Port=443, Idle Mean=bin1, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",13
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin1, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",16
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",518
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin3, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",506
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",14
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",30
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",23
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",344
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin3, Idle Mean=bin3, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",2793
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin1, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",11
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",157
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3065
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",43
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",822
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",1363
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin3, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",127
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1201
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1357
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Flow Duration=bin4}",2206
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",314
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin1}",3877
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin1, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",140
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin1, Active Mean=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",127
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3683
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin0}",24569
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",24518
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",33512
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin1, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",14
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",51
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0}",826
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",1363
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",127
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",1201
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",125
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",105
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",142
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0}",1357
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Flow Duration=bin4}",2206
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin3, Total Length of Fwd Packets=bin0}",2741
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",105
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",142
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",198
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",314
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",330
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",2662
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",2634
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0}",3421
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin1}",3877
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin1, Total Fwd Packets=bin0, Active Mean=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",111
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",280
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",339
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",3683
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",4139
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",4102
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0}",24569
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0}",24518
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",33512
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",32789
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",6599
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",36
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Fwd Packets=bin0}",24521
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",33741
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",62
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",653
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",591
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",21
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",51
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",26
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",61
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",826
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",819
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",804
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",919
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin1, Destination Port=443, Idle Mean=bin1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",21
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",28
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2198
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",177
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",306
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3279
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3443
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",35
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",42
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2421
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",2414
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",314
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",16
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Idle Mean=bin1, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",42
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin1, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",25
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",60
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",230
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",227
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",217
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",519
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",507
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",24
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, SYN Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2634
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",29
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",22
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",6795
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2965
2017-07-07 04:00:00,2017-07-07 04:30:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",24521
